"sv_memlimit","0       ",,,,,,,,,,,,,,,,,,,,,"If set, whenever a game ends, if the total memory used by the server is greater than this # of megabytes, the server will exit."
"sv_min_jump_landing_sound","260     ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_mincmdrate","64      ",,,,,,,,,,,"REPLICATED",,,,,,,,,,"This sets the minimum value for cl_cmdrate. 0 == unlimited."
"sv_minrate","16000   ",,,,,,,,,,,"REPLICATED",,,,,,,,,,"Min bandwidth rate allowed on server, 0 == unlimited"
"sv_minupdaterate","64      ",,,,,,,,,,,"REPLICATED",,,,,,,,,,"Minimum updates per second that the server will allow"
"sv_minuptimelimit","0       ",,,,,,,,,,,,,,,,,,,,,"If set, whenever a game ends, if the server uptime is less than this number of hours, the server will continue running regardle"
"sv_noclipaccelerate","5       ","ARCHIVE",,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_noclipduringpause","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"If cheats are enabled, then you can noclip with the game paused (for doing screenshots, etc.)."
"sv_noclipspeed","5       ","ARCHIVE",,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_occlude_players","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,""
"sv_outofammo_indicator","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_parallel_packentities","1       ",,,,,,,,,,,,,,,,,,,,,""
"sv_parallel_send","0       ",,,,,,,,,,,,,,,,,,,,,"Pack and send snapshots in parallel for smoother server tick rate at the expense of spending more CPU."
"sv_parallel_sendsnapshot","1       ",,,,,,,,,,,,,,,,,,,,,""
"sv_party_mode","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Party!!"
"sv_password","0       ",,,,,,"NOTIFY","PROTECTED",,,,,,"DONTRECORD",,,,,,,,"Server password for entry into multiplayer games"
"sv_pausable","0       ",,,,,,,,,,,,,,,,,,,,,"Is the server pausable."
"sv_player_parachute_velocity","-200    ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_precacheinfo","cmd",,,,,,,,,,,,,,,,,,,,,"Show precache info."
"sv_prime_accounts_only","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When this setting is enabled only prime users can connect to this game server."
"sv_prop_door_open_speed_scale","1       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_pure","cmd",,,,,,,,,,,,,,,,,,,,,"Show user data."
"sv_pure_checkvpk","cmd",,,,,,,,,,,,,,,,,,,,,"CheckPureServerVPKFiles"
"sv_pure_consensus","100000000.000",,,,,,,,,,,,,,,,,,,,,"Minimum number of file hashes to agree to form a consensus."
"sv_pure_finduserfiles","cmd",,,,,,,,,,,,,,,,,,,,,"ListPureServerFiles"
"sv_pure_kick_clients","1       ",,,,,,,,,,,,,,,,,,,,,"If set to 1, the server will kick clients with mismatching files. Otherwise, it will issue a warning to the client."
"sv_pure_listfiles","cmd",,,,,,,,,,,,,,,,,,,,,"ListPureServerFiles"
"sv_pure_listuserfiles","cmd",,,,,,,,,,,,,,,,,,,,,"ListPureServerFiles"
"sv_pure_retiretime","900     ",,,,,,,,,,,,,,,,,,,,,"Seconds of server idle time to flush the sv_pure file hash cache."
"sv_pure_trace","0       ",,,,,,,,,,,,,,,,,,,,,"If set to 1, the server will print a message whenever a client is verifying a CRC for a file."
"sv_pushaway_hostage_force","20000   ",,,"GAMEDLL","CHEAT",,,,,,,"REPLICATED",,,,,,,,,,"How hard the hostage is pushed away from physics objects (falls off with inverse square of distance)."
"sv_pushaway_max_hostage_force","1000    ",,,"GAMEDLL","CHEAT",,,,,,,"REPLICATED",,,,,,,,,,"Maximum of how hard the hostage is pushed away from physics objects."
"sv_pvsskipanimation","1       ","ARCHIVE",,"GAMEDLL",,,,,,,,,,,,,,,,,,"Skips SetupBones when npc's are outside the PVS"
"sv_querycache_stats","cmd",,,,,,,,,,,,,,,,,,,,,"Display status of the query cache (client only)"
"sv_quota_stringcmdspersecond","40      ",,,,,,,,,,,,,,,,,,,,,"How many string commands per second clients are allowed to submit, 0 to disallow all string commands"
"sv_rcon_whitelist_address","0       ",,,,,,,,,,,,,,,,,,,,,"When set, rcon failed authentications will never ban this address, e.g. '127.0.0.1'"
"sv_record_item_time_data","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Turn on recording of per player item time data into the server log."
"sv_regeneration_force_on","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Cheat to test regenerative health systems"
"sv_region","-1      ",,,,,,,,,,,,,,,,,,,,,"The region of the world to report this server in."
"sv_reliableavatardata","0       ",,,,,,,,,,,"REPLICATED",,,,,,,,,,"When enabled player avatars are exchanged via gameserver (0: off, 1: players, 2: server)"
"sv_remove_old_ugc_downloads","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,""
"sv_replaybots","1       ",,,,,,,,,,,,,,,,,,,,,"If set to 1, the server records data needed to replay network stream from bot's perspective"
"sv_reservation_tickrate_adjustment","0       ",,,,,,,,,,,,,,,,,,,,,"Adjust server tickrate upon reservation"
"sv_reservation_timeout","45      ",,,,,,,,,,,,,,,,,,,,,"Time in seconds before lobby reservation expires."
"sv_rethrow_last_grenade","cmd",,,,,,,,,,,,,,,,,,,,,"Emit the last grenade thrown on the server."
"sv_search_key","0       ",,,,,,,,,,,,,,,,,,,,,"When searching for a dedicated server from lobby, restrict search to only dedicated servers having the same sv_search_key."
"sv_search_team_key","0       ",,,,,,,,,,,,,,,,,,,,,"When initiating team search, set this key to match with known opponents team"
"sv_send_stats","cmd",,,,,,,,,,,,,,,,,,,,,"show stats of running parallel send"
"sv_server_graphic1","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"A 360x60 (<16kb) image file in /csgo/ that will be displayed to spectators."
"sv_server_graphic2","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"A 220x45 (<16kb) image file in /csgo/ that will be displayed to spectators."
"sv_server_verify_blood_on_player","1       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_setsteamaccount","cmd",,,,,,,,,,,,,,,,,,,,,"token
Set game server account token to use for logging in to a persistent game server account"
"sv_shield_explosive_damage_cap","99      ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_shield_explosive_damage_crouch_bonus","10      ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_shield_explosive_damage_mindist","250     ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_shield_explosive_damage_mult","4       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_shield_explosive_damage_scale","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_shield_hitpoints","650     ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_show_cull_props","0       ",,,,,,,,,,,,,,,,,,,,,"Print out props that are being culled/added by recipent proxies."
"sv_show_ragdoll_playernames","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_show_team_equipment_force_on","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Force on if not prohibited"
"sv_show_team_equipment_prohibit","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Determines whether +cl_show_team_equipment is prohibited."
"sv_show_voip_indicator_for_enemies","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,"Makes it so the voip icon is shown over enemies as well as allies when they are talking"
"sv_showbullethits","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"1=show hits and near misses, 2=show hits only"
"sv_showimpacts","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Shows client (red) and server (blue) bullet impact point (1=both, 2=client-only, 3=server-only)"
"sv_showimpacts_penetration","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Shows extra data when bullets penetrate. (use sv_showimpacts_time to increase time shown)"
"sv_showimpacts_time","4       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Duration bullet impact indicators remain before disappearing"
"sv_showlagcompensation","0       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Show lag compensated hitboxes whenever a player is lag compensated."
"sv_showlagcompensation_duration","4       ",,,"GAMEDLL","CHEAT",,,,,,,,,,,,,,,,,"Duration to show lag-compensated hitboxes"
"sv_showtags","cmd",,,,,,,,,,,,,,,,,,,,,"Describe current gametags."
"sv_shutdown","cmd",,,,,,,,,,,,,,,,,,,,,"Sets the server to shutdown when all games have completed"
"sv_skirmish_id","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Dedicated server skirmish id to run"
"sv_skyname","0       ","ARCHIVE",,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Current name of the skybox texture"
"sv_soundemitter_reload","cmd",,,,,,,,,,,,,,,,,,,,,"Flushes the sounds.txt system"
"sv_soundscape_printdebuginfo","cmd",,,,,,,,,,,,,,,,,,,,,"print soundscapes"
"sv_spawn_afk_bomb_drop_time","15      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,"Players that have never moved since they spawned will drop the bomb after this amount of time."
"sv_spawn_rappel_min_duration","8       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_spawn_rappel_min_duration_with_chute","2       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_spec_hear","1       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Determines who spectators can hear: 0: only spectators; 1: all players; 2: spectated team; 3: self only; 4: nobody"
"sv_spec_post_death_additional_time","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_spec_use_tournament_content_standards","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_specaccelerate","5       ","ARCHIVE",,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_specnoclip","1       ","ARCHIVE",,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_specspeed","3       ","ARCHIVE",,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_staminajumpcost","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Stamina penalty for jumping"
"sv_staminalandcost","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Stamina penalty for landing"
"sv_staminamax","80      ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Maximum stamina penalty"
"sv_staminarecoveryrate","60      ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Rate at which stamina recovers (units/sec)"
"sv_standable_normal","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_steamauth_enforce","2       ",,,,,,,,,,,,,,,,,,,,,"By default, player must maintain a reliable connection to Steam servers. When player Steam session drops, enforce it: 2 = insta"
"sv_steamgroup","0       ",,,,,,"NOTIFY",,,,,,,,,,,,,,,"The ID of the steam group that this server belongs to. You can find your group's ID on the admin profile page in the steam comm"
"sv_steamgroup_exclusive","0       ",,,,,,,,,,,,,,,,,,,,,"If set, only members of Steam group will be able to join the server when it's empty, public people will be able to join the ser"
"sv_stopspeed","80      ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Minimum stopping speed when on ground."
"sv_stressbots","0       ",,,,,,,,,,,,,,,,,,,,,"If set to 1, the server calculates data and fills packets to bots. Used for perf testing."
"sv_tablet_show_path_to_nearest_resq","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_tags","0       ",,,,,,"NOTIFY",,,,,,,,,,,,,,,"Server tags. Used to provide extra information to clients when they're browsing for servers. Separate tags with a comma."
"sv_talk_after_dying_time","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"The number of seconds a player can continue talking after dying as if they were still alive"
"sv_talk_enemy_dead","1       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Dead players can hear all dead enemy communication (voice, chat)"
"sv_talk_enemy_living","1       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Living players can hear all living enemy communication (voice, chat)"
"sv_teamid_overhead","1       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Shows teamID over player's heads.  0 = off, 1 = on"
"sv_teamid_overhead_always_prohibit","0       ",,,,,,"NOTIFY",,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Determines whether cl_teamid_overhead_always is prohibited."
"sv_teamid_overhead_maxdist","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"If >0, server will override cl_teamid_overhead_maxdist"
"sv_teamid_overhead_maxdist_spec","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"If >0, server will override cl_teamid_overhead_maxdist_spec"
"sv_timebetweenducks","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Minimum time before recognizing consecutive duck key"
"sv_turning_inaccuracy_angle_min","4       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_turning_inaccuracy_decay","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_turning_inaccuracy_enabled","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_ugc_manager_max_new_file_check_interval_secs","1000    ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,""
"sv_unlockedchapters","1       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"Highest unlocked game chapter."
"sv_usercmd_custom_random_seed","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When enabled server will populate an additional random seed independent of the client"
"sv_validate_edict_change_infos","0       ",,,,,,,,,,,,,,,,,,,,,"Verify that edict changeinfos are being calculated properly (used to debug local network backdoor mode)."
"sv_versus_screen_scene_id","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Determines which scene is used for the versus screen."
"sv_visiblemaxplayers","-1      ",,,,,,,,,,,,,,,,,,,,,"Overrides the max players reported to prospective clients"
"sv_voice_proximity","-1      ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_voice_proximity_minvolume","0       ",,,,,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_voice_proximity_positional","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_voice_proximity_use_falloff","0       ",,,,,,,,,,,"REPLICATED",,,,,,,,,,""
"sv_voicecodec","0       ",,,,,,,,,,,"REPLICATED",,,,,,,,,,"Specifies which voice codec DLL to use in a game. Set to the name of the DLL without the extension."
"sv_voiceenable","1       ","ARCHIVE",,,,,"NOTIFY",,,,,,,,,,,,,,,""
"sv_vote_allow_in_warmup","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Allow voting during warmup?"
"sv_vote_allow_spectators","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Allow spectators to initiate votes?"
"sv_vote_command_delay","2       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"How long after a vote passes until the action happens"
"sv_vote_count_spectator_votes","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Allow spectators to vote on issues?"
"sv_vote_creation_timer","120     ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"How often someone can individually call a vote."
"sv_vote_disallow_kick_on_match_point","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Disallow vote kicking on the match point round."
"sv_vote_failure_timer","300     ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"A vote that fails cannot be re-submitted for this long"
"sv_vote_issue_kick_allowed","1       ",,,"GAMEDLL",,,"NOTIFY",,,,,"REPLICATED",,,,,,,,,,"Can people hold votes to kick players from the server?"
"sv_vote_issue_loadbackup_allowed","1       ",,,"GAMEDLL",,,"NOTIFY",,,,,"REPLICATED",,,,,,,,,,"Can people hold votes to load match from backup?"
"sv_vote_issue_loadbackup_spec_authoritative","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When enabled, admins load match from backup without players vote"
"sv_vote_issue_loadbackup_spec_only","0       ",,,"GAMEDLL",,,"NOTIFY",,,,,"REPLICATED",,,,,,,,,,"When enabled, only admins load match from backup"
"sv_vote_issue_loadbackup_spec_safe","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When enabled, admins load match from backup in safe time of the round only"
"sv_vote_issue_pause_match_spec_only","0       ",,,"GAMEDLL",,,"NOTIFY",,,,,"REPLICATED",,,,,,,,,,"When enabled, only admins start technical pause"
"sv_vote_issue_restart_game_allowed","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Can people hold votes to restart the game?"
"sv_vote_kick_ban_duration","15      ",,,"GAMEDLL",,,"NOTIFY",,,,,"REPLICATED",,,,,,,,,,"How long should a kick vote ban someone from the server? (in minutes)"
"sv_vote_quorum_ratio","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"The minimum ratio of players needed to vote on an issue to resolve it."
"sv_vote_timer_duration","15      ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"How long to allow voting on an issue"
"sv_vote_to_changelevel_before_match_point","0       ",,,"GAMEDLL",,,,,,,,"REPLICATED",,,,,,,,,,"Restricts vote to change level to rounds prior to match point (default 0, vote is never disallowed)"
"sv_walkable_normal","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_warmup_to_freezetime_delay","4       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Delay between end of warmup and start of match."
"sv_water_movespeed_multiplier","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_water_swim_mode","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_weapon_encumbrance_per_item","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_weapon_encumbrance_scale","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"sv_weapon_require_use_grace_period","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,""
"sv_workshop_allow_other_maps","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When hosting a workshop collection, users can play other workshop map on this server when it is empty and then mapcycle into th"
"sys_minidumpspewlines","500     ",,,,,,,,,,,,,,,,,,,,,"Lines of crash dump console spew to keep."
"tablet_c4_dist_max","3000    ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"tablet_c4_dist_min","400     ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"teammenu","cmd",,,,,,,,,,,,,,,,,,,,,"Show team selection window"
"test_convar","0       ","ARCHIVE",,,,,,,,,,,,,,"CLIENTCMD_CAN_EXECUTE","CLIENTDLL",,,,,"Skips the prompt when saving a buy favorite in the buy menu"
"test_dispatcheffect","cmd",,,,,,,,,,,,,,,,,,,,,"Test a clientside dispatch effect.
	Usage: test_dispatcheffect <effect name> <distance away> <flags> <magnitude> <scale>
	Defau"
"Test_EHandle","cmd",,,,,,,,,,,,,,,,,,,,,""
"test_entity_blocker","cmd",,,,,,,,,,,,,,,,,,,,,"Test command that drops an entity blocker out in front of the player."
"test_freezeframe","cmd",,,,,,,,,,,,,,,,,,,,,"Test the freeze frame code."
"Test_InitRandomEntitySpawner","cmd",,,,,,,,,,,,,,,,,,,,,""
"test_js_proto","cmd",,,,,,,,,,,,,,,,,,,,,"Run a simple set of tests converting back and forth between JS and Protobuf objects."
"Test_Loop","cmd",,,,,,,,,,,,,,,,,,,,,"Test_Loop <loop name> - loop back to the specified loop start point unconditionally."
"Test_LoopCount","cmd",,,,,,,,,,,,,,,,,,,,,"Test_LoopCount <loop name> <count> - loop back to the specified loop start point the specified # of times."
"Test_LoopForNumSeconds","cmd",,,,,,,,,,,,,,,,,,,,,"Test_LoopForNumSeconds <loop name> <time> - loop back to the specified start point for the specified # of seconds."
"test_outtro_stats","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_ProxyToggle_EnableProxy","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_ProxyToggle_EnsureValue","cmd",,,,,,,,,,,,,,,,,,,,,"Test_ProxyToggle_EnsureValue"
"Test_ProxyToggle_SetValue","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_RandomChance","cmd",,,,,,,,,,,,,,,,,,,,,"Test_RandomChance <percent chance, 0-100> <token1> <token2...> - Roll the dice and maybe run the command following the percenta"
"Test_RandomizeInPVS","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_RemoveAllRandomEntities","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_RunFrame","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_SendKey","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_SpawnRandomEntities","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_StartLoop","cmd",,,,,,,,,,,,,,,,,,,,,"Test_StartLoop <loop name> - Denote the start of a loop. Really just defines a named point you can jump to."
"Test_StartScript","cmd",,,,,,,,,,,,,,,,,,,,,"Start a test script running.."
"Test_Wait","cmd",,,,,,,,,,,,,,,,,,,,,""
"Test_WaitForCheckPoint","cmd",,,,,,,,,,,,,,,,,,,,,""
"testhudanim","cmd",,,,,,,,,,,,,,,,,,,,,"Test a hud element animation.
	Arguments: <anim name>
"
"texture_budget_background_alpha","128     ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"how translucent the budget panel is"
"texture_budget_panel_bottom_of_history_fraction","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"number between 0 and 1"
"texture_budget_panel_height","284     ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"height in pixels of the budget panel"
"texture_budget_panel_width","512     ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"width in pixels of the budget panel"
"texture_budget_panel_x","0       ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"number of pixels from the left side of the game screen to draw the budget panel"
"texture_budget_panel_y","450     ","ARCHIVE",,,,,,,,,,,,,,,,,,,,"number of pixels from the top side of the game screen to draw the budget panel"
"think_limit","0       ",,,,,,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,"Maximum think time in milliseconds, warning is printed if this is exceeded."
"thirdperson","cmd",,,,,,,,,,,,,,,,,,,,,"Switch to thirdperson camera."
"thirdperson_lockcamera","0       ",,,,"CHEAT",,,,,,,"REPLICATED",,,,,"CLIENTDLL",,,,,""
"thirdperson_mayamode","cmd",,,,,,,,,,,,,,,,,,,,,"Switch to thirdperson Maya-like camera controls."
"thread_test_tslist","cmd",,,,,,,,,,,,,,,,,,,,,""
"thread_test_tsqueue","cmd",,,,,,,,,,,,,,,,,,,,,""
"threadpool_cycle_reserve","cmd",,,,,,,,,,,,,,,,,,,,,"Cycles threadpool reservation by powers of 2"
"threadpool_run_tests","cmd",,,,,,,,,,,,,,,,,,,,,""
"timedemo","cmd",,,,,,,,,,,,,,,,,,,,,"Play a demo and report performance info."
"timedemo_vprofrecord","cmd",,,,,,,,,,,,,,,,,,,,,"Play a demo and report performance info.  Also record vprof data for the span of the demo"
"timedemoquit","cmd",,,,,,,,,,,,,,,,,,,,,"Play a demo, report performance info, and then exit"
"timeleft","cmd",,,,,,,,,,,,,,,,,,,,,"prints the time remaining in the match"
"timeout_ct_start","cmd",,,,,,,,,,,,,,,,,,,,,""
"timeout_terrorist_start","cmd",,,,,,,,,,,,,,,,,,,,,""
"timerefresh","cmd",,,,,,,,,,,,,,,,,,,,,"Profile the renderer."
"toggle","cmd",,,,,,,,,,,,,,,,,,,,,"Toggles a convar on or off, or cycles through a set of values."
"toggle_duck","cmd",,,,,,,,,,,,,,,,,,,,,""
"toggleconsole","cmd",,,,,,,,,,,,,,,,,,,,,"Show/hide the console."
"toggleLmapPath","cmd",,,,,,,,,,,,,,,,,,,,,"toggleLmapPath"
"togglescores","cmd",,,,,,,,,,,,,,,,,,,,,"Toggles score panel"
"toggleShadowPath","cmd",,,,,,,,,,,,,,,,,,,,,"Toggles CSM generation method"
"toggleUnlitPath","cmd",,,,,,,,,,,,,,,,,,,,,"toggleUnlitPath"
"toggleVtxLitPath","cmd",,,,,,,,,,,,,,,,,,,,,"toggleVtxLitPath"
"toolload","cmd",,,,,,,,,,,,,,,,,,,,,"Load a tool."
"toolunload","cmd",,,,,,,,,,,,,,,,,,,,,"Unload a tool."
"traceattack","cmd",,,,,,,,,,,,,,,,,,,,,"traceattack damage hitgroup"
"triple_monitor_mode","0       ","ARCHIVE",,,,,,,,,,,,,,,"CLIENTDLL",,,,,"Enable triple-monitor mode, restricting UI elements to the middle third of the display"
"tv_advertise_watchable","0       ",,,,,,"NOTIFY","PROTECTED",,,,,,"DONTRECORD",,,,,,,,"GOTV advertises the match as watchable via game UI, clients watching via UI will not need to type password"
"tv_allow_autorecording_index","-1      ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"When >=0 restricts autorecording only to the specified TV index"
"tv_allow_camera_man_override","0       ",,,,,,,,,,,,,,,,,,,,,"Allows cameraman_override to have effect. When this is set, the primary interactive caster will have all the relevant fields pr"
"tv_allow_camera_man_steamid","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Allows tournament production cameraman to run csgo.exe -interactivecaster on SteamID 7650123456XXX and be the camera man."
"tv_allow_camera_man_steamid2","0       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Allows tournament production tv cameraman to run csgo.exe -interactivecaster on SteamID 7650123456XXX and be the tv camera man."
"tv_allow_static_shots","1       ",,,"GAMEDLL",,,,,,,,,,,,,,,,,,"Auto director uses fixed level cameras for shots"
"tv_autorecord","0       ",,,,,,,,,,,,,,,,,,,,,"Automatically records all games as GOTV demos."
"tv_autoretry","1       ",,,,,,,,,,,,,,,,,,,,,"Relay proxies retry connection after network timeout"
"tv_broadcast","0       ",,,,,,,,,,,,,,,,,,,,,"Automatically broadcasts all games as GOTV demos through Steam."
"tv_broadcast1","0       ",,,,,,,,,,,,,,,,,,,,,"Automatically broadcasts all games as GOTV[1] demos through Steam."
"tv_broadcast_keyframe_interval","3       ",,,,,,,,,,,,,,,,,,,,,"The frequency, in seconds, of sending keyframes and delta fragments to the broadcast relay server"
"tv_broadcast_keyframe_interval1","3       ",,,,,,,,,,,,,,,,,,,,,"The frequency, in seconds, of sending keyframes and delta fragments to the broadcast1 relay server"
"tv_broadcast_max_requests","20      ",,,,,,,,,,,,,,,,,,,,,"Max number of broadcast http requests in flight. If there is a network issue, the requests may start piling up, degrading serve"
"tv_broadcast_max_requests1","20      ",,,,,,,,,,,,,,,,,,,,,"Max number of broadcast1 http requests in flight. If there is a network issue, the requests may start piling up, degrading serv"
"tv_broadcast_resend","cmd",,,,,,,,,,,,,,,,,,,,,"resend broadcast data to broadcast relay"
"tv_broadcast_startup_resend_interval","10      ",,,,,,,,,,,,,,,,,,,,,"The interval, in seconds, of re-sending startup data to the broadcast relay server (useful in case relay crashes, restarts or s"
"tv_broadcast_status","cmd",,,,,,,,,,,,,,,,,,,,,"Print out broadcast status"
